classifier,top1_acc_mean,top1_acc_ci95,quadrant_acc_mean,quadrant_acc_ci95,tooth_type_acc_mean,tooth_type_acc_ci95,majority_baseline_acc_mean,majority_baseline_acc_ci95,mirror_quadrant_error_frac_mean,mirror_quadrant_error_frac_ci95,neighbor_error_frac_mean,neighbor_error_frac_ci95
logistic_regression,0.6706293571596078,0.009526966635550952,0.9677431435617596,0.003228610453830545,0.6919414817411514,0.008415254470004789,0.03627435516025027,0.0019327169548586706,0.057636955770372256,0.003054312101856142,0.8079125281575245,0.01585034982439107
gradient_boosted_tree,0.694879109601514,0.007664611549991496,0.9653328744649935,0.00351423724245481,0.71997629330813,0.008388258397637786,0.03627435516025027,0.0019327169548586706,0.0748060183352566,0.00484491515881795,0.8287327295293551,0.014777723857930282
