classifier,top1_acc_mean,top1_acc_ci95,quadrant_acc_mean,quadrant_acc_ci95,tooth_type_acc_mean,tooth_type_acc_ci95,majority_baseline_acc_mean,majority_baseline_acc_ci95,mirror_quadrant_error_frac_mean,mirror_quadrant_error_frac_ci95,neighbor_error_frac_mean,neighbor_error_frac_ci95
logistic_regression,0.6129025349072224,0.017987947580903968,0.9812237887865376,0.001603434349907682,0.6271485702938467,0.019357516261510117,0.03748882176182626,0.0009015584361610022,0.03338130446176281,0.005568794265519106,0.8187392972788574,0.012645990748015716
gradient_boosted_tree,0.6846521791068026,0.012375166166730543,0.9795860554166141,0.0017714027123327375,0.700981997313949,0.012745631511094872,0.03748882176182626,0.0009015584361610022,0.04377542520506429,0.004671432756391436,0.8422645024981085,0.013503054938027484
