classifier,top1_acc_mean,top1_acc_ci95,quadrant_acc_mean,quadrant_acc_ci95,tooth_type_acc_mean,tooth_type_acc_ci95,majority_baseline_acc_mean,majority_baseline_acc_ci95,mirror_quadrant_error_frac_mean,mirror_quadrant_error_frac_ci95,neighbor_error_frac_mean,neighbor_error_frac_ci95
logistic_regression,0.25227448929553464,0.042361111208498795,0.43644868446725216,0.04641852674395583,0.42705271089843533,0.05083821429328599,0.0759355671236985,0.010292667003784301,0.10364666610439259,0.01855155520146232,0.17860104871629118,0.02561852003541669
gradient_boosted_tree,0.26581319365604256,0.027667205229097,0.4553273075474637,0.023645437319961375,0.45012008373489626,0.022828185809638794,0.0759355671236985,0.010292667003784301,0.10245817597549348,0.012270791477020556,0.1939839367782291,0.0125980591207199
